Year,Site,Habitat,Transect,Taxa,X,Y,Z,Length,Width,Height,Recruitment,Mortality,Fusion,Fission,Observer,Note
2013,LTER4,BR,P2,Acr,0.89,23,40,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P2,Acr,0.9,23,40,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P2,Poc,0.9,30,40,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P2,Poc,1.03,33,45,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P2,Poc,1.09,35,45,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P2,Por,1.1,80,40,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P2,Poc,1.17,67,50,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,1.19,60,50,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,1.45,40,70,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P2,Acr,1.65,45,50,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P2,Por,2.1,20,10,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P2,Poc,2.1,20,35,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P2,Poc,2.25,53,35,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,2.28,70,20,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,2.38,80,30,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,2.8,12,5,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,3.9,69,0,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Poc,3.9,78,0,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P2,Poc,4.05,75,70,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,4.07,90,75,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,4.1,77,75,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,4.15,97,70,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,4.24,80,80,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Por,4.35,42,60,90,30,58,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Poc,4.35,75,9,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,4.4,1,0,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Poc,4.6,33,10,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,4.7,38,68,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,4.7,92,5,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Poc,4.85,85,56,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,4.95,65,50,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,5.03,28,65,8,6,7,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Poc,5.09,20,40,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,5.18,90,70,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Acr,5.2,1,100,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,5.35,28,50,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Acr,5.4,18,10,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,5.4,37,46,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Acr,5.55,0,60,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Por,5.6,80,10,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Poc,5.75,45,30,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Poc,5.77,5,60,17,15,9,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Poc,5.85,72,12.4,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Poc,6.38,76,5,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,6.42,36,5,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Poc,6.68,28,20,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Por,6.8,50,70,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Poc,7.5,80,30,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Poc,8.2,49,11.8,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Poc,9.4,8,40,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Acr,9.65,57,20,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P2,Por,9.7,50,20,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P2,Poc,9.98,45,40,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,0.2,78,85,30,20,19,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,0.45,75,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Por,0.68,20,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,0.8,75,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,0.8,85,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Acr,0.8,85,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Por,1.4,43,50,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Por,2.35,70,5,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,2.41,35,35,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Por,2.5,12,20,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Por,2.65,77,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,2.7,45,3,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Acr,2.7,80,0,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,2.85,59,45,5,5,3,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,2.88,47,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,3.07,77,40,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Por,3.07,88,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,3.08,99,40,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,3.18,31,6,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,3.25,64,14,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Por,3.25,70,2,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,3.28,20,12,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,3.7,20,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,3.75,30,10,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,3.75,65,30,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Por,3.8,5,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Por,3.8,64,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,3.8,80,16,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,3.9,23,5.5,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,3.95,43,32,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,3.98,85,45,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Por,4,80,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,4.03,43,10,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,4.19,90,0,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,4.2,75,0,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,4.25,55,24,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Acr,4.27,49,40,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,4.3,62,8,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,4.38,53,22,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Acr,4.4,10,4,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,4.43,50,5,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Por,4.5,2,12,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,4.5,56,50,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Por,4.5,73,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,4.6,70,5,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,4.69,45,10,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Por,4.7,74,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,4.7,80,5,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,4.85,17,60,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,5,20,60,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,5,25,6,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,5,4,14,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,5.4,30,60,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,5.6,40,50,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,5.7,50,30,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Por,6,70,45,57,39,56,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Acr,6.5,32,30,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P3,Poc,7,30,50,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,7.5,35,50,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P3,Poc,9.5,35,55,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P4,Por,0.7,58,60,90,47,57,0,0,0,0,HA,NA
2013,LTER4,BR,P4,Por,0.75,42,46,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P4,Acr,10,55,21,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P4,Acr,1.7,50,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P4,Por,2.85,80,0,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P4,Por,5.5,31,30,9,8,8,0,0,0,0,HA,NA
2013,LTER4,BR,P4,Por,6,50,10,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P4,Acr,6.4,40,30,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P5,Por,0,50,12,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P5,Por,3.8,49,60,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P5,Acr,3.8,81,70,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P5,Acr,3.81,80,69,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P5,Acr,3.81,81,68,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P5,Acr,4.3,58,66,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P5,Acr,4.3,60,70,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P5,Acr,4.3,64,67,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P5,Acr,4.3,73,65,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P5,Acr,4.34,59,62,5,2,2,0,0,0,0,HA,NA
2013,LTER4,BR,P5,Acr,4.39,57,65,4,3.5,4,0,0,0,0,HA,NA
2013,LTER4,BR,P5,Acr,4.43,64,60,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P5,Acr,4.44,43,55,9,4,3.5,0,0,0,0,HA,NA
2013,LTER4,BR,P5,Acr,4.5,18,45,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P5,Acr,4.6,77,53,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P5,Acr,4.63,25,40,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P5,Acr,4.97,35,40,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P5,Acr,5.05,16,20,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P5,Por,6.2,50,10,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P5,Acr,8.7,100,95,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P5,Acr,9.1,95,100,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P6,Por,1.6,40,10,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P6,Por,2.3,37,10,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P6,Acr,2.45,40,30,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P6,Por,2.9,59,5,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P6,Acr,4,70,30,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P6,Acr,4.3,45,50,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P6,Acr,4.35,1,88,19.2,12.3,14.2,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,4.5,80,30,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P6,Acr,4.55,18,83,5.7,3.2,4.9,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,4.55,47,42,9.1,9.7,6.8,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Por,4.65,40,0,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,4.9,23,50,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,5.16,38,70,18.8,18,11.3,0,0,0,0,MK,Bi
2013,LTER4,BR,P6,Acr,5.4,20,60,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,5.48,25,75,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,5.5,18,75,7.8,5.5,5,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,5.55,40,100,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P6,Acr,5.6,40,100,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P6,Acr,5.8,40,100,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P6,Acr,5.9,30,100,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P6,Acr,6.27,50,65,43.3,36.2,21,0,0,0,0,MK,Bi
2013,LTER4,BR,P6,Acr,7,16,70,13.9,11.9,8.5,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,8.2,17,121,23.4,38.5,12.7,0,0,0,0,MK,Ve
2013,LTER4,BR,P6,Acr,8.27,73,91,12.4,7.7,10.8,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,8.35,71,106,8.4,6,6.9,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,8.47,15,122,7.2,7.6,5,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,8.55,10,109,5.1,5.3,5,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,8.55,6,109,8.4,6.4,5.1,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,8.7,15,95,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,8.8,27,102,8,7.4,9,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,8.8,50,100,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P6,Acr,9,4,110,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,9.05,25,95,2.3,0.7,1.1,1,0,0,0,MK,R
2013,LTER4,BR,P6,Acr,9.1,1,100,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,9.1,14,90,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,9.2,60,100,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,9.35,31,95,3.6,2.7,2,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,9.5,0,101,16.4,9.7,18.5,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Por,9.5,75,100,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P6,Acr,9.55,20,100,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,P6,Acr,9.65,52,103,75,48,8.8,0,0,0,0,MK,NA
2013,LTER4,BR,P7,Por,1.3,25,40,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P7,Por,1.3,75,90,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P7,Por,3.34,77,60,86,80,84,0,0,0,0,HA,NA
2013,LTER4,BR,P7,Por,3.9,26,40,60,35,37,0,0,0,0,HA,NA
2013,LTER4,BR,P7,Por,4.33,82,45,71,43,59,0,0,0,0,HA,NA
2013,LTER4,BR,P7,Por,5.3,84,120,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P7,Por,6.7,80,80,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P7,Por,7.15,33,113,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P7,Por,8.15,55,5,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P7,Por,9,70,10,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P7,Por,9.55,85,80,80,84,60,0,0,0,0,HA,NA
2013,LTER4,BR,P8,Acr,0.3,60,20,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P8,Acr,1.35,84,44,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P8,Por,4.3,48,5,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P8,Por,4.94,32,20,70,27,35,0,0,0,0,HA,NA
2013,LTER4,BR,P8,Por,6.2,40,20,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P8,Por,7.2,34,50,113,77,105,0,0,0,0,HA,NA
2013,LTER4,BR,P8,Por,7.7,55,50,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P8,Acr,9.6,45,33,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P8,Por,9.8,50,15,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P8,Acr,9.85,63,14,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Por,0.3,74,0,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Por,1.6,40,25,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Por,2.35,24,25,60,24,60,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,4,50,37,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Por,4.2,89,0,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Por,4.4,90,15,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Por,4.91,45,40,70,32,74,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Por,5.2,18,50,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Por,5.35,40,40,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Por,5.8,10,5,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,5.8,40,10,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P9,Acr,6.1,17,96,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P9,Acr,6.12,17,110,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,6.25,50,45,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Por,6.55,48,65,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Por,6.9,0,40,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P9,Por,7.3,42,15,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,7.7,61,57,7,7,6,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,7.85,40,65,13,13,8,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,7.88,46,65,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,8,60,65,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,8.02,63,65,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,8.04,64,65,9,9,6,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,8.04,66,65,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,8.08,64,65,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,8.14,51,65,17,11,8,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,8.33,40,58,15,10,6,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,8.37,47,60,6,5,4,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,8.4,24,55,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,8.41,27,55,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,P9,Acr,8.9,100,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,P9,Por,9,82,5,NA,NA,NA,0,0,0,0,HA,NA
2013,LTER4,BR,T1,Por,0,50,38,4.1,3.6,3.7,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.02,3,89,39.3,26.6,23,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Acr,0.02,42,38,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,T1,Poc,0.03,52,49,2.6,1.4,3,1,0,0,0,MK,R
2013,LTER4,BR,T1,Poc,0.05,75,15,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,T1,Por,0.06,53,46,5.3,2,4.2,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Poc,0.06,70,30,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.07,43,54,1.6,0.4,1.3,1,0,0,0,MK,R
2013,LTER4,BR,T1,Por,0.09,33,56,1.1,1.2,0.7,1,0,0,0,MK,R
2013,LTER4,BR,T1,Acr,0.09,38,50,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,T1,Por,0.1,15,87,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.1,25,58,3.3,2.7,1.4,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.11,16,83,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.11,33,56,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.12,23,59,1.3,0.7,1.1,1,0,0,0,MK,R
2013,LTER4,BR,T1,Por,0.15,38,50,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,T1,Poc,0.15,60,15,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,T1,Poc,0.2,55,14,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.21,4,81,5,4.5,6.8,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.23,1,79,2.3,1.3,2,1,0,0,0,MK,R
2013,LTER4,BR,T1,Por,0.23,4,79,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.24,22,71,5.2,4.9,6.7,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.24,3,79,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.27,10,71,1.3,1,0.7,1,0,0,0,MK,R
2013,LTER4,BR,T1,Por,0.29,10,67,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.32,7,70,3.7,3,4,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.37,95,8,11.3,7.6,14,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.38,29,57,3.6,0.7,3.5,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.39,10,12,9.6,6.5,5.1,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.4,16,15,11.7,7.7,5,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.4,30,56,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.4,80,1,4.4,2.3,2.3,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.43,16,15,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Poc,0.44,40,48,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.45,20,62,1.8,1.6,1.9,1,0,0,0,MK,R
2013,LTER4,BR,T1,Por,0.45,29,37,1.5,1,0.9,1,0,0,0,MK,R
2013,LTER4,BR,T1,Por,0.46,30,51,5.3,3.7,5,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.48,42,45,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,T1,Por,0.51,35,26,4,3.2,5.3,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.52,47,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,T1,Por,0.52,47,8,7.4,5.5,7,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.54,44,0,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,T1,Por,0.56,0,69,8.3,5.7,5.6,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.56,14,65,2.8,2,2.1,1,0,0,0,MK,R
2013,LTER4,BR,T1,Por,0.56,25,58,11.7,2.7,7.5,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.57,13,65,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.58,21,65,NA,NA,NA,0,0,0,0,NA,NA
2013,LTER4,BR,T1,Por,0.58,26,16,NA,NA,NA,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.59,13,63,2.3,1.2,3.3,0,0,0,0,MK,NA
2013,LTER4,BR,T1,Por,0.6,16,62,3,1,2.2,1,0,0,0,MK,R
2013,LTER4,BR,T1,Por,0.6,16,63,NA,NA,NA,0,0,0,0,MK,NA
