coral_number,site,habitat,transect,taxa,x,y,z,L23,W23,H23,Dyn23,L24,W24,H24,Notes_2024
2009,LTER2,BR,P01,Por,5.8,50,50,84.7,25.3,72.59999999999998,Growth,NA,NA,NA,NA
2012,LTER2,BR,P01,Poc,7,88,60,6.6,5.1,6.8,Missing Data,NA,NA,NA,NA
2020,LTER2,BR,P01,Poc,9.64,0,60,3,2,1.7,Recruitment,NA,NA,NA,NA
2021,LTER2,BR,P01,Por,10,90,40,17.6,22,17.4,Shrinkage,NA,NA,NA,NA
2022,LTER2,BR,P10,Acr,0.67,100,40,6,4.5,7.2,Shrinkage,NA,NA,NA,NA
2023,LTER2,BR,P10,Por,1,5,40,29.5,45,33.7,Growth,NA,NA,NA,NA
2025,LTER2,BR,P10,Acr,1.1,80,80,4.8,4.8,5.7,Growth,NA,NA,NA,NA
2026,LTER2,BR,P10,Acr,1.3,70,30,32.8,32.3,5.7,Growth,NA,NA,NA,NA
2029,LTER2,BR,P10,Por,1.55,25,40,32.4,19.7,23.5,Growth,NA,NA,NA,NA
2035,LTER2,BR,P10,Por,5.6,85,73,25.3,18.7,39.7,Shrinkage,NA,NA,NA,NA
2036,LTER2,BR,P10,Por,6.05,65,50,42.7,27.5,48.2,Growth,NA,NA,NA,NA
2041,LTER2,BR,P02,Poc,0.48,63,150,2,1,2,NA,NA,NA,NA,NA
2042,LTER2,BR,P02,Poc,0.53,47,145,15,12,11,NA,NA,NA,NA,NA
2043,LTER2,BR,P02,Poc,0.6,35,80,10,9,9,Growth,NA,NA,NA,NA
2045,LTER2,BR,P02,Acr,0.8,60,8,2,2,2,Recruitment,NA,NA,NA,NA
2047,LTER2,BR,P02,Por,0.95,90,100,29,9,24,NA,NA,NA,NA,NA
2048,LTER2,BR,P02,Acr,1.07,58,60,26,21,8,NA,NA,NA,NA,NA
2051,LTER2,BR,P02,Por,1.2,36,90,71,19,50,NA,NA,NA,NA,NA
2052,LTER2,BR,P02,Poc,1.53,30,20,17,17,11.5,NA,NA,NA,NA,NA
2056,LTER2,BR,P02,Poc,3.1,25,50,8,8,5,Growth,NA,NA,NA,NA
2062,LTER2,BR,P02,Poc,3.5,35,40,2,2,2,Recruitment,NA,NA,NA,NA
2065,LTER2,BR,P02,Poc,3.85,63,100,39,38,21.4,NA,NA,NA,NA,NA
2066,LTER2,BR,P02,Poc,4.1,70,120,14,11,10,NA,NA,NA,NA,NA
2071,LTER2,BR,P02,Poc,4.7,30,160,15,14.7,NA,NA,NA,NA,NA,NA
2073,LTER2,BR,P02,Por,5.15,20,30,41,34,44.4,NA,NA,NA,NA,NA
2075,LTER2,BR,P02,Por,5.6,80,30,51,33,65,NA,NA,NA,NA,NA
2077,LTER2,BR,P02,Poc,6.1,98,50,40.5,19.5,16.3,NA,NA,NA,NA,NA
2078,LTER2,BR,P02,Poc,6.4,35,50,44.7,27,49,NA,NA,NA,NA,NA
2081,LTER2,BR,P02,Poc,7.1,20,90,23,18,14,NA,NA,NA,NA,NA
2082,LTER2,BR,P02,Por,7.1,70,50,26,31,31,Missing Data,NA,NA,NA,NA
2083,LTER2,BR,P02,Poc,7.5,12,90,2,3,1,Recruitment,NA,NA,NA,NA
2084,LTER2,BR,P02,Poc,7.6,60,60,1,1,1,Recruitment,NA,NA,NA,NA
2085,LTER2,BR,P02,Acr,7.7,0,80,9,9,12.5,NA,NA,NA,NA,NA
2090,LTER2,BR,P02,Poc,7.95,40,100,NA,NA,NA,NA,NA,NA,NA,NA
2093,LTER2,BR,P02,Poc,8.25,50,60,19.5,11,14,NA,NA,NA,NA,NA
2095,LTER2,BR,P02,Poc,10,60,30,3,3,4,NA,NA,NA,NA,NA
2096,LTER2,BR,P03,Poc,0.2,50,20,NA,NA,NA,Death,NA,NA,NA,NA
2102,LTER2,BR,P03,Poc,0.35,88,30,22,9.9,11.5,NA,NA,NA,NA,NA
2103,LTER2,BR,P03,Poc,0.4,95,30,3,3,4,NA,NA,NA,NA,NA
2109,LTER2,BR,P03,Poc,3.3,30,20,8.6,6,5.3,Shrinkage,NA,NA,NA,NA
2112,LTER2,BR,P03,Poc,3.6,50,50,21,26,18,NA,NA,NA,NA,NA
2114,LTER2,BR,P03,Poc,3.8,40,110,55,39,20,Growth,NA,NA,NA,NA
2117,LTER2,BR,P03,Poc,4,50,70,15,15,7,NA,NA,NA,NA,NA
2119,LTER2,BR,P03,Poc,4.1,40,40,40,24,16,NA,NA,NA,NA,NA
2120,LTER2,BR,P03,Poc,4.2,30,40,11,10,7,Shrinkage,NA,NA,NA,NA
2125,LTER2,BR,P03,Poc,4.8,50,0,15,10,12.3,Shrinkage,NA,NA,NA,NA
2128,LTER2,BR,P03,Por,5.2,50,50,21,15,18.3,Shrinkage,NA,NA,NA,NA
2130,LTER2,BR,P03,Poc,5.7,100,30,44,10.5,8.5,NA,NA,NA,NA,NA
2134,LTER2,BR,P03,Poc,6.9,39,39,33.5,20,19,NA,NA,NA,NA,NA
2135,LTER2,BR,P03,Acr,7.53,50,100,60,31,18,Shrinkage,NA,NA,NA,NA
2139,LTER2,BR,P03,Acr,8.1,40,50,20,16,7.5,Growth,NA,NA,NA,NA
2141,LTER2,BR,P03,Por,9.5,50,30,72,38,56,Shrinkage,NA,NA,NA,NA
2144,LTER2,BR,P04,Por,1.4,90,40,25,15,17,Missing Data,NA,NA,NA,NA
2145,LTER2,BR,P04,Poc,1.45,55,40,1,1,1,Recruitment,NA,NA,NA,NA
2149,LTER2,BR,P04,Poc,2.6,95,20,4,5,2,Recruitment,NA,NA,NA,NA
2150,LTER2,BR,P04,Poc,3.1,50,60,2,2,2,Recruitment,NA,NA,NA,NA
2151,LTER2,BR,P04,Por,3.3,80,50,26,15,19,Growth,NA,NA,NA,NA
2153,LTER2,BR,P04,Acr,7.1,100,60,22.5,15.5,7,Growth,NA,NA,NA,NA
2154,LTER2,BR,P04,Acr,8.1,55,30,6,6,6,Missing Data,NA,NA,NA,NA
2155,LTER2,BR,P04,Acr,8.15,70,30,2,2,2,Recruitment,NA,NA,NA,NA
2156,LTER2,BR,P04,Acr,8.3,72,55,23,16,19,Growth,NA,NA,NA,NA
2157,LTER2,BR,P04,Poc,8.4,40,80,2,2,2,Recruitment,NA,NA,NA,NA
2158,LTER2,BR,P04,Poc,8.45,65,40,2,2,1,Recruitment,NA,NA,NA,NA
2161,LTER2,BR,P04,Por,9.5,50,0,73,40,53,Missing Data,NA,NA,NA,NA
2163,LTER2,BR,P05,Acr,1.8,10,15,48.4,45.9,9.7,Growth,NA,NA,NA,NA
2164,LTER2,BR,P05,Acr,2.25,75,20,NA,NA,NA,NA,NA,NA,NA,NA
2168,LTER2,BR,P05,Poc,2.85,85,30,1,1,1,Recruitment,NA,NA,NA,NA
2174,LTER2,BR,P05,Acr,3.55,60,60,16.5,12,8.1,Growth,NA,NA,NA,NA
2176,LTER2,BR,P05,Por,3.7,10,80,37,20,19,Missing Data,NA,NA,NA,NA
2177,LTER2,BR,P05,Acr,4.09,10,80,1,1,1,Recruitment,NA,NA,NA,NA
2179,LTER2,BR,P05,Acr,5.5,60,10,5,5,5,Recruitment,NA,NA,NA,NA
2182,LTER2,BR,P05,Acr,6.6,100,30,2,2,2,Recruitment,NA,NA,NA,NA
2183,LTER2,BR,P05,Acr,7.1,25,40,1,1,1,Recruitment,NA,NA,NA,NA
2184,LTER2,BR,P05,Acr,7.1,35,40,5,4,2,Recruitment,NA,NA,NA,NA
2186,LTER2,BR,P05,Acr,7.29,49,80,2,2,2,Recruitment,NA,NA,NA,NA
2187,LTER2,BR,P05,Acr,7.3,30,80,2,2,2,Recruitment,NA,NA,NA,NA
2188,LTER2,BR,P05,Acr,7.3,45,80,3,3,3,Recruitment,NA,NA,NA,NA
2190,LTER2,BR,P05,Poc,7.6,30,10,1,1,1,Recruitment,NA,NA,NA,NA
2193,LTER2,BR,P05,Acr,8.5,50,50,2,2,4,Recruitment,NA,NA,NA,NA
2197,LTER2,BR,P06,Por,1.15,40,26,39,50,23,Growth,NA,NA,NA,NA
2201,LTER2,BR,P06,Por,5.6,83,60,45.4,54,24.1,Growth,NA,NA,NA,NA
2212,LTER2,BR,P06,Por,9.5,95,39,45.4,22,23,Shrinkage,NA,NA,NA,NA
2213,LTER2,BR,P06,Por,90,40,NA,51.5,53,24,Missing Data,NA,NA,NA,NA
2214,LTER2,BR,P07,Acr,1.2,30,50,6,7,5.4,Missing Data,NA,NA,NA,NA
2215,LTER2,BR,P07,Por,1.4,100,130,36,34,44,Shrinkage,NA,NA,NA,NA
2218,LTER2,BR,P07,Por,4.1,75,70,35,27,22,Growth,NA,NA,NA,NA
2219,LTER2,BR,P07,Por,6.1,65,45,53,65,57,Shrinkage,NA,NA,NA,NA
2222,LTER2,BR,P07,Por,7.9,50,100,55,40,58,Growth,NA,NA,NA,NA
2223,LTER2,BR,P07,Poc,7.9,60,100,3,4,5,Recruitment,NA,NA,NA,NA
2225,LTER2,BR,P07,Por,8.2,50,30,28,28,18.5,Shrinkage,NA,NA,NA,NA
2228,LTER2,BR,P08,Por,1.6,20,0,69.5,47.3,61.7,Growth,NA,NA,NA,NA
2229,LTER2,BR,P08,Por,3.1,50,70,49.9,28.2,31,Shrinkage,NA,NA,NA,NA
2230,LTER2,BR,P08,Acr,3.4,80,50,12.7,11.5,7.9,Growth,NA,NA,NA,NA
2239,LTER2,BR,P08,Acr,7.4,20,60,14.4,11.7,8.199999999999998,Shrinkage,NA,NA,NA,NA
2243,LTER2,BR,P08,Por,9.15,75,20,28,13.9,28.3,Shrinkage,NA,NA,NA,NA
2244,LTER2,BR,P08,Por,9.8,70,0,36.3,14.7,34.6,Growth,NA,NA,NA,NA
2246,LTER2,BR,P09,Por,2.3,50,70,28.7,19.3,29.7,Growth,NA,NA,NA,NA
2247,LTER2,BR,P09,Acr,3.4,4,26,12.7,11.8,9.2,NA,NA,NA,NA,NA
2249,LTER2,BR,P09,Acr,3.8,10,15,4.7,5.2,5.3,Recruitment,NA,NA,NA,NA
2250,LTER2,BR,P09,Acr,3.9,32,30,26.3,22,24.3,Growth,NA,NA,NA,NA
2251,LTER2,BR,P09,Acr,5.7,50,0,35.5,28.3,8.4,Shrinkage,NA,NA,NA,NA
2254,LTER2,BR,P09,Por,6.1,90,30,22.7,20.3,22.7,Shrinkage,NA,NA,NA,NA
2255,LTER2,BR,P09,Por,7,50,70,32.2,27,38.3,Growth,NA,NA,NA,NA
2257,LTER2,BR,P09,Acr,7.55,5,50,17.4,16.7,9.7,Growth,NA,NA,NA,NA
2261,LTER2,BR,P09,Acr,8.55,63,40,6,1.8,5.2,Missing Data,NA,NA,NA,NA
2263,LTER2,BR,P09,Por,9.1,100,45,33.7,30.6,40.1,Growth,NA,NA,NA,NA
2264,LTER2,BR,P09,Por,9.2,45,55,21,12.4,26.6,Growth,NA,NA,NA,NA
2269,LTER2,BR,T01,Por,0.05,70,130,15.4,7.6,15.3,Growth,NA,NA,NA,NA
2270,LTER2,BR,T01,Por,0.05,80,135,7,4.4,6.7,Shrinkage,NA,NA,NA,NA
2283,LTER2,BR,T01,Por,0.23,46,69,3.7,1.8,2.5,Growth,NA,NA,NA,NA
2288,LTER2,BR,T01,Por,0.26,67,125,8.699999999999998,5.8,8.3,Growth,NA,NA,NA,NA
2295,LTER2,BR,T01,Poc,0.3,73,127,1.7,0.9,1.1,Recruitment,NA,NA,NA,NA
2298,LTER2,BR,T01,Por,0.35,40,65,15.4,8.5,12.9,Growth,NA,NA,NA,NA
2299,LTER2,BR,T01,Por,0.37,74,115,7.8,7.3,13.4,Growth,NA,NA,NA,NA
2300,LTER2,BR,T01,Por,0.37,83,115,8.199999999999998,4.1,13.4,Shrinkage,NA,NA,NA,NA
2302,LTER2,BR,T01,Por,0.39,60,20,15,6.4,10.5,NA,NA,NA,NA,NA
2309,LTER2,BR,T01,Por,0.5,50,30,19.9,13.2,24,Growth,NA,NA,NA,NA
2311,LTER2,BR,T01,Por,0.54,52,68,7.6,6,6.2,NA,NA,NA,NA,NA
2313,LTER2,BR,T01,Por,0.55,60,10,22.7,11.8,15,Shrinkage,NA,NA,NA,NA
2315,LTER2,BR,T01,Por,0.55,95,110,28.4,18.5,25.3,Growth,NA,NA,NA,NA
2319,LTER2,BR,T01,Por,0.61,48,7,5.4,2.5,5.9,NA,NA,NA,NA,NA
2320,LTER2,BR,T01,Por,0.63,52,65,11.5,10.8,14.7,Growth,NA,NA,NA,NA
2328,LTER2,BR,T01,Por,0.8,39,10,1.3,0.7,1.3,Shrinkage,NA,NA,NA,NA
2331,LTER2,BR,T01,Poc,0.8,96,58,13.8,10.2,20.4,NA,NA,NA,NA,NA
2333,LTER2,BR,T01,Por,0.81,61,41,34.7,21.3,26,NA,NA,NA,NA,NA
2337,LTER2,BR,T01,Por,0.89,75,50,10.5,8,12,Growth,NA,NA,NA,NA
2338,LTER2,BR,T01,Por,0.9,100,60,8.699999999999998,8.8,6.3,Shrinkage,NA,NA,NA,NA
2348,LTER2,BR,T01,Por,1.08,20,20,13.3,8.3,11.2,NA,NA,NA,NA,NA
2356,LTER2,BR,T01,Acr,1.35,10,25,7.4,2.2,6.3,Growth,NA,NA,NA,NA
2367,LTER2,BR,T01,Por,1.35,98,15,11.8,11.2,13.5,Growth,NA,NA,NA,NA
2372,LTER2,BR,T01,Por,1.46,26,37,12,11.6,6.5,Growth,NA,NA,NA,NA
2380,LTER2,BR,T01,Por,2.6,73,15,13.4,9.9,18.5,Growth,NA,NA,NA,NA
2411,LTER2,BR,T01,Por,2.75,86,18,2.3,2.2,4.2,Shrinkage,NA,NA,NA,NA
2444,LTER2,BR,T01,Por,2.89,60,95,8.3,5.5,7.1,NA,NA,NA,NA,NA
2446,LTER2,BR,T01,Por,2.9,53,91,2.5,1.7,2.7,Shrinkage,NA,NA,NA,NA
2448,LTER2,BR,T01,Por,2.91,7,64,7.7,3.6,9,Shrinkage,NA,NA,NA,NA
2470,LTER2,BR,T01,Por,3.03,31,126,19.2,16.8,12,NA,NA,NA,NA,NA
2471,LTER2,BR,T01,Acr,3.03,36,130,11,11.4,9.3,Growth,NA,NA,NA,NA
2476,LTER2,BR,T01,Por,3.05,75,124,7.8,7.5,9.1,Shrinkage,NA,NA,NA,NA
2481,LTER2,BR,T01,Por,3.1,26,124,4.8,4.9,7.5,Shrinkage,NA,NA,NA,NA
2489,LTER2,BR,T01,Por,3.17,4,110,1.5,3.9,7.9,NA,NA,NA,NA,NA
2501,LTER2,BR,T01,Por,3.2,100,115,26,7.2,19.3,NA,NA,NA,NA,NA
2504,LTER2,BR,T01,Acr,3.25,0,100,8,4.9,5.8,Shrinkage,NA,NA,NA,NA
2507,LTER2,BR,T01,Por,3.26,40,133,8.3,5.7,9.2,Shrinkage,NA,NA,NA,NA
2510,LTER2,BR,T01,Poc,3.28,47,133,17,11,9.6,Growth,NA,NA,NA,NA
2511,LTER2,BR,T01,Por,3.3,0,80,18.8,15.7,17.1,Growth,NA,NA,NA,NA
2533,LTER2,BR,T01,Por,3.5,28,126,20,13,22.6,Growth,NA,NA,NA,NA
2547,LTER2,BR,T01,Acr,3.6,65,75,12.7,6.9,13.8,Growth,NA,NA,NA,NA
2551,LTER2,BR,T01,Poc,3.7,94,130,47.5,38,38,Growth,NA,NA,NA,NA
2556,LTER2,BR,T01,Por,3.87,19,89,10.7,8.9,10.4,Growth,NA,NA,NA,NA
2562,LTER2,BR,T01,Poc,4.04,35,60,15,10.4,15,Growth,NA,NA,NA,NA
2563,LTER2,BR,T01,Por,4.04,55,98,6.4,6.4,9.7,NA,NA,NA,NA,NA
2574,LTER2,BR,T01,Poc,4.1,95,130,26.2,22.6,19.7,Shrinkage,NA,NA,NA,NA
2584,LTER2,BR,T01,Poc,4.18,74,110,3.5,2.9,3.7,Growth,NA,NA,NA,NA
2592,LTER2,BR,T01,Por,4.24,86,130,4.8,2,3.1,Growth,NA,NA,NA,NA
2594,LTER2,BR,T01,Poc,4.25,68,109,2.7,2.3,2.8,Recruitment,NA,NA,NA,NA
2595,LTER2,BR,T01,Poc,4.25,100,110,4.6,2.1,2.4,Growth,NA,NA,NA,NA
2604,LTER2,BR,T01,Poc,4.32,86,125,3.5,2.5,2.7,Shrinkage,NA,NA,NA,NA
2609,LTER2,BR,T01,Por,4.45,20,98,28.1,13,32.9,Growth,NA,NA,NA,NA
2613,LTER2,BR,T01,Por,4.5,28,98,3.9,3.3,4.3,NA,NA,NA,NA,NA
2615,LTER2,BR,T01,Acr,4.54,50,130,13.4,14.7,13.9,Growth,NA,NA,NA,NA
2616,LTER2,BR,T01,Poc,4.55,63,130,23.2,19.6,12.1,Growth,NA,NA,NA,NA
2618,LTER2,BR,T01,Por,4.57,46,128,14.9,12.2,19,NA,NA,NA,NA,NA
2623,LTER2,BR,T01,Por,4.63,85,134,12.5,4.7,7.5,Shrinkage,NA,NA,NA,NA
2627,LTER2,BR,T01,Por,4.65,60,130,10.3,7.8,11.7,Growth,NA,NA,NA,NA
2632,LTER2,BR,T01,Por,4.75,20,85,16.7,10,19.8,Growth,NA,NA,NA,NA
2633,LTER2,BR,T01,Por,4.75,40,130,11.6,7.6,14,Growth,NA,NA,NA,NA
2634,LTER2,BR,T01,Por,4.75,92,135,15,11.5,15.6,Growth,NA,NA,NA,NA
2644,LTER2,BR,T01,Por,4.85,31,117,13.5,5.6,4.8,NA,NA,NA,NA,NA
2649,LTER2,BR,T01,Por,4.9,39,8,8.5,5.1,4.8,NA,NA,NA,NA,NA
2650,LTER2,BR,T01,Por,4.9,58,125,14.7,11,13.3,Shrinkage,NA,NA,NA,NA
2653,LTER2,BR,T01,Poc,4.92,84,120,20.2,14.8,14.7,NA,NA,NA,NA,NA
2660,LTER2,BR,T01,Por,4.97,34,19,6.5,4.8,7.6,NA,NA,NA,NA,NA
2673,LTER2,BR,T02,Por,0.05,90,87,9.4,6.7,11,NA,NA,NA,NA,NA
2677,LTER2,BR,T02,Poc,0.1,60,15,4.5,4.1,6.3,Shrinkage,NA,NA,NA,NA
2684,LTER2,BR,T02,Por,0.18,40,48,38.9,21.1,51.7,NA,NA,NA,NA,NA
2687,LTER2,BR,T02,Por,0.21,57,30,13.8,11.3,22.7,Growth,NA,NA,NA,NA
2688,LTER2,BR,T02,Por,0.21,66,87,15.3,11.8,22.7,NA,NA,NA,NA,NA
2690,LTER2,BR,T02,Por,0.22,99,28,9.2,5.2,9.2,NA,NA,NA,NA,NA
2691,LTER2,BR,T02,Por,0.22,99,112,20.7,14,27.7,Shrinkage,NA,NA,NA,NA
2692,LTER2,BR,T02,Por,0.23,54,61,15.5,11,24.1,Growth,NA,NA,NA,NA
2702,LTER2,BR,T02,Por,0.25,92,60,20.2,10,18.8,NA,NA,NA,NA,NA
2703,LTER2,BR,T02,Acr,0.25,100,120,6.2,5.2,5.3,Shrinkage,NA,NA,NA,NA
2704,LTER2,BR,T02,Por,0.32,70,47,12.6,5.1,12.6,NA,NA,NA,NA,NA
2705,LTER2,BR,T02,Por,0.55,100,55,86.3,23.1,71,Growth,NA,NA,NA,NA
2713,LTER2,BR,T02,Por,1.1,45,15,5.9,1.8,3.7,Recruitment,NA,NA,NA,NA
2721,LTER2,BR,T02,Por,1.96,15,60,27.5,14.7,34.7,NA,NA,NA,NA,NA
2723,LTER2,BR,T02,Por,2.15,31,40,9.4,7.8,13.4,Growth,NA,NA,NA,NA
2725,LTER2,BR,T02,Poc,2.4,17,70,3.1,2.3,3.3,Growth,NA,NA,NA,NA
2741,LTER2,BR,T02,Por,3.8,40,58,38.1,15,28.3,Growth,NA,NA,NA,NA
2751,LTER2,BR,T02,Por,4,55,85,20.9,19.4,19.4,Growth,NA,NA,NA,NA
2753,LTER2,BR,T02,Por,4.02,77,40,15.9,10.6,25.7,Growth,NA,NA,NA,NA
2756,LTER2,BR,T02,Acr,4.1,0,110,15,12.7,5.7,Growth,NA,NA,NA,NA
2764,LTER2,BR,T02,Poc,4.35,50,110,2.7,2.4,2.2,Growth,NA,NA,NA,NA
2773,LTER2,BR,T02,Por,4.55,0,50,33.4,21.6,17.2,Missing Data,NA,NA,NA,NA
2783,LTER2,BR,T02,Poc,4.78,75,63,18.5,15.8,11,Growth,NA,NA,NA,NA
2788,LTER2,BR,T03,Por,0,10,48,38.9,19.8,16.4,NA,NA,NA,NA,NA
2790,LTER2,BR,T03,Por,0,42,42,40.2,24,23.5,Growth,NA,NA,NA,NA
2792,LTER2,BR,T03,Por,0.1,10,30,31.8,61,49,Growth,NA,NA,NA,NA
2794,LTER2,BR,T03,Por,0.13,35,25,21,15,9.2,NA,NA,NA,NA,NA
2814,LTER2,BR,T03,Por,0.5,22,45,22,11.5,13,NA,NA,NA,NA,NA
2826,LTER2,BR,T03,Por,0.55,90,10,19.8,11.5,14.8,Shrinkage,NA,NA,NA,NA
2845,LTER2,BR,T03,Por,0.7,40,15,3,2,3,NA,NA,NA,NA,NA
2847,LTER2,BR,T03,Por,0.9,53,65,13,3.5,9,NA,NA,NA,NA,NA
2850,LTER2,BR,T03,Por,1,58,60,4.8,4,3.7,Shrinkage,NA,NA,NA,NA
2854,LTER2,BR,T03,Poc,1.14,15,45,42.5,37.2,30,Growth,NA,NA,NA,NA
2863,LTER2,BR,T03,Poc,1.2,80,77,5,5,4,NA,NA,NA,NA,NA
2866,LTER2,BR,T03,Poc,1.35,30,30,17.5,18.5,16,NA,NA,NA,NA,NA
2867,LTER2,BR,T03,Poc,1.43,5,40,3.8,3.7,3,Growth,NA,NA,NA,NA
2878,LTER2,BR,T03,Acr,1.7,60,44,18.3,11,15,Growth,NA,NA,NA,NA
2879,LTER2,BR,T03,Acr,1.7,60,54,42,27.5,22,Shrinkage,NA,NA,NA,NA
2888,LTER2,BR,T03,Poc,2.2,72,35,26.5,21,25.2,Growth,NA,NA,NA,NA
2893,LTER2,BR,T03,Poc,2.49,88,30,27,36,24.5,NA,NA,NA,NA,NA
2897,LTER2,BR,T03,Por,2.85,65,13,9,7.5,2.8,Shrinkage,NA,NA,NA,NA
2905,LTER2,BR,T03,Poc,3.05,95,30,4,4,3,Recruitment,NA,NA,NA,NA
2911,LTER2,BR,T03,Por,3.65,95,23,10.5,9.1,9.8,NA,NA,NA,NA,NA
2919,LTER2,BR,T03,Por,4,15,20,19.1,18.4,29.4,NA,NA,NA,NA,NA
2925,LTER2,BR,T03,Por,4.57,82,31,14.9,18.8,21,NA,NA,NA,NA,NA
2929,LTER2,BR,T03,Poc,4.75,15,30,32,21,33,Growth,NA,NA,NA,NA
2933,LTER2,BR,T03,Poc,4.78,10,50,7,6,5,NA,NA,NA,NA,NA
2942,LTER2,BR,T03,Por,4.86,8,25,14.5,2.1,9.2,NA,NA,NA,NA,NA
2947,LTER2,BR,T03,Por,4.99,50,50,72.5,58.5,52.3,Growth,NA,NA,NA,NA
2953,LTER2,BR,T04,Por,0.08,20,82,22,9.7,13,Growth,NA,NA,NA,NA
2954,LTER2,BR,T04,Por,0.1,34,76,9,6.7,15.2,Shrinkage,NA,NA,NA,NA
2955,LTER2,BR,T04,Por,0.1,60,57,11,5.5,12.1,Shrinkage,NA,NA,NA,NA
2956,LTER2,BR,T04,Por,0.13,73,62,15.2,81,19.3,Growth,NA,NA,NA,NA
2963,LTER2,BR,T04,Por,0.25,10,80,54,29,37,Growth,NA,NA,NA,NA
2971,LTER2,BR,T04,Por,0.38,90,60,25.2,19.3,21.3,Shrinkage,NA,NA,NA,NA
2982,LTER2,BR,T04,Por,0.6,35,57,16.5,14,17,Shrinkage,NA,NA,NA,NA
2983,LTER2,BR,T04,Por,0.6,79,69,24.2,12,40.5,NA,NA,NA,NA,NA
2985,LTER2,BR,T04,Poc,0.67,14,25,26.2,11.3,28.4,Growth,NA,NA,NA,NA
3004,LTER2,BR,T04,Por,0.9,100,3,19,11.9,9.9,Shrinkage,NA,NA,NA,NA
3013,LTER2,BR,T04,Por,1.35,91,26,7.9,3,0.8,NA,NA,NA,NA,NA
3018,LTER2,BR,T04,Por,1.7,50,0,9.2,14,8.1,Shrinkage,NA,NA,NA,NA
3024,LTER2,BR,T04,Por,2.2,43,22,13.5,13,19.3,Shrinkage,NA,NA,NA,NA
3025,LTER2,BR,T04,Por,2.35,95,15,15.3,14.9,25.6,Shrinkage,NA,NA,NA,NA
3031,LTER2,BR,T04,Por,2.6,21,12,65,41,64,Growth,NA,NA,NA,NA
3043,LTER2,BR,T04,Por,3.05,50,40,5.7,6.2,9.2,Shrinkage,NA,NA,NA,NA
3045,LTER2,BR,T04,Por,3.2,67,20,34,14,17.2,NA,NA,NA,NA,NA
3046,LTER2,BR,T04,Acr,3.1,100,80,26.2,18.8,7,Growth,NA,NA,NA,NA
3047,LTER2,BR,T04,Por,3.15,50,85,14.3,9.3,11.1,Shrinkage,NA,NA,NA,NA
3069,LTER2,BR,T04,Acr,4.05,10,10,5,4,10,Missing Data,NA,NA,NA,NA
3070,LTER2,BR,T04,Por,4.14,28,20,40,40,30,Growth,NA,NA,NA,NA
3071,LTER2,BR,T04,Por,4.14,30,18,9.4,6,5,NA,NA,NA,NA,NA
3077,LTER2,BR,T04,Por,4.3,10,10,5,5,5,Growth,NA,NA,NA,NA
3082,LTER2,BR,T04,Por,4.38,21,50,2,2,2,Recruitment,NA,NA,NA,NA
3088,LTER2,BR,T04,Por,4.45,40,30,11,7,1,Missing Data,NA,NA,NA,NA
3092,LTER2,BR,T04,Poc,4.47,11,66,35.6,22.1,57.4,NA,NA,NA,NA,NA
3095,LTER2,BR,T04,Por,4.5,82,35,28,11.7,23.5,Shrinkage,NA,NA,NA,NA
3105,LTER2,BR,T04,Poc,4.7,10,40,3,2,2,Recruitment,NA,NA,NA,NA
3106,LTER2,BR,T04,Por,4.7,17,50,6,5.5,6.5,Growth,NA,NA,NA,NA
3115,LTER2,BR,T04,Poc,4.8,50,30,2,2,1,Recruitment,NA,NA,NA,NA
3131,LTER2,OR,T01,Acr,0.05,35,20,2.5,1.2,0.7,Recruitment,NA,NA,NA,NA
3141,LTER2,OR,T01,Mil,0.14,60,22,3.1,2.2,3,Growth,NA,NA,NA,NA
3142,LTER2,OR,T01,Acr,0.15,68,1,3.1,1.2,1.7,Recruitment,NA,NA,NA,NA
3151,LTER2,OR,T01,Poc,0.23,38,24,22.4,15,15.6,Shrinkage,NA,NA,NA,NA
3161,LTER2,OR,T01,Acr,0.25,68,0,4.3,3.7,3.3,NA,NA,NA,NA,NA
3162,LTER2,OR,T01,Poc,0.28,58,6,18.9,12.5,11.3,Shrinkage,NA,NA,NA,NA
3168,LTER2,OR,T01,Poc,0.37,13,25,5.7,2.5,3.5,Recruitment,NA,NA,NA,NA
3191,LTER2,OR,T01,Mil,0.55,22,16,62.2,51.6,37,NA,NA,NA,NA,NA
3202,LTER2,OR,T01,Por,0.65,100,0,17.8,9.5,11.3,Shrinkage,NA,NA,NA,NA
3203,LTER2,OR,T01,Poc,0.71,21,10,15.3,8.4,7.8,Growth,NA,NA,NA,NA
3217,LTER2,OR,T01,Por,0.82,40,26,4.3,3.5,4.4,Recruitment,NA,NA,NA,NA
3219,LTER2,OR,T01,Poc,0.83,20,15,13.3,10,7.5,Growth,NA,NA,NA,NA
3228,LTER2,OR,T01,Poc,0.92,72,6,5.8,3.7,3.3,Recruitment,NA,NA,NA,NA
3237,LTER2,OR,T01,Poc,1,88,10,17.2,13.2,11.2,Shrinkage,NA,NA,NA,NA
3243,LTER2,OR,T01,Acr,1.1,67,4,3.3,2.6,2.5,Shrinkage,NA,NA,NA,NA
3246,LTER2,OR,T01,Por,1.9,50,0,14.7,10.3,6.7,NA,NA,NA,NA,NA
3250,LTER2,OR,T01,Mil,2.3,29,12,4.8,4.3,5.9,NA,NA,NA,NA,NA
